feeding_date_STD,formula,ingredient_name,dry_call_weight,dry_actual_weight,dry_call_weight_sum,dry_actual_weight_sum,Crude_Protein_%DM,aNDFom_%DM,Starch_%DM,error_CP_per_ingredient_%,error_aNDFom_per_ingredient_%,error_Starch_per_ingredient_%,total_CP_error_%,total_aNDFom_error_%,total_Starch_error_%
2026-01-07,DRYCOW,SBM,79.0,81.0,2585.0,2579.0,53.17,10.92,2.17,2.5316455696202564,2.5316455696202627,2.531645569620233,1.3263154013858227,0.371783209523987,0.5438430189514869
2026-01-07,DRYCOW,SOY,217.0,218.0,2585.0,2579.0,12.71,64.45,1.02,0.4608294930875656,0.460829493087553,0.46082949308756704,1.3263154013858227,0.371783209523987,0.5438430189514869
2026-01-07,DRYCOW,TCL,421.0,422.0,2585.0,2579.0,12.0,55.0,2.5,0.23752969121139636,0.23752969121139406,0.23752969121140477,1.3263154013858227,0.371783209523987,0.5438430189514869
2026-01-08,DRYCOW,Dry,21.0,10.0,2816.0,2828.0,,,,,,,0.5986955633922192,-0.8685526905646597,0.3477515844116525
2026-01-08,DRYCOW,NOB,541.0,548.0,2816.0,2828.0,,,,,,,0.5986955633922192,-0.8685526905646597,0.3477515844116525
2026-01-08,DRYCOW,Non,1402.0,1424.0,2816.0,2828.0,,,,,,,0.5986955633922192,-0.8685526905646597,0.3477515844116525
2026-01-08,DRYCOW,PRO,66.0,62.0,2816.0,2828.0,,,,,,,0.5986955633922192,-0.8685526905646597,0.3477515844116525
2026-01-08,DRYCOW,SBM,86.0,90.0,2816.0,2828.0,53.17,10.92,2.17,4.651162790697681,4.651162790697673,4.651162790697662,0.5986955633922192,-0.8685526905646597,0.3477515844116525
2026-01-08,DRYCOW,SOY,236.0,228.0,2816.0,2828.0,12.71,64.45,1.02,-3.3898305084745872,-3.3898305084745797,-3.389830508474572,0.5986955633922192,-0.8685526905646597,0.3477515844116525
2026-01-08,DRYCOW,TCL,464.0,466.0,2816.0,2828.0,12.0,55.0,2.5,0.4310344827586242,0.4310344827586296,0.4310344827586268,0.5986955633922192,-0.8685526905646597,0.3477515844116525
2026-01-09,DRYCOW,Dry,20.0,29.0,2740.0,2814.0,,,,,,,4.713914786204855,3.5782669741433035,5.200484918007133
2026-01-09,DRYCOW,NOB,519.0,525.0,2740.0,2814.0,,,,,,,4.713914786204855,3.5782669741433035,5.200484918007133
2026-01-09,DRYCOW,Non,1373.0,1399.0,2740.0,2814.0,,,,,,,4.713914786204855,3.5782669741433035,5.200484918007133
2026-01-09,DRYCOW,PRO,65.0,62.0,2740.0,2814.0,,,,,,,4.713914786204855,3.5782669741433035,5.200484918007133
2026-01-09,DRYCOW,SBM,86.0,99.0,2740.0,2814.0,53.17,10.92,2.17,15.116279069767447,15.116279069767433,15.11627906976743,4.713914786204855,3.5782669741433035,5.200484918007133
2026-01-09,DRYCOW,SOY,233.0,237.0,2740.0,2814.0,12.71,64.45,1.02,1.7167381974248743,1.7167381974249136,1.7167381974249094,4.713914786204855,3.5782669741433035,5.200484918007133
2026-01-09,DRYCOW,TCL,444.0,463.0,2740.0,2814.0,12.0,55.0,2.5,4.279279279279281,4.279279279279287,4.279279279279277,4.713914786204855,3.5782669741433035,5.200484918007133
2026-01-10,DRYCOW,Dry,20.0,19.0,2676.0,2696.0,,,,,,,-2.9057757068029457,-1.5716859113535546,-0.9442864357672524
2026-01-10,DRYCOW,NOB,509.0,522.0,2676.0,2696.0,,,,,,,-2.9057757068029457,-1.5716859113535546,-0.9442864357672524
2026-01-10,DRYCOW,Non,1336.0,1348.0,2676.0,2696.0,,,,,,,-2.9057757068029457,-1.5716859113535546,-0.9442864357672524
2026-01-10,DRYCOW,PRO,63.0,71.0,2676.0,2696.0,,,,,,,-2.9057757068029457,-1.5716859113535546,-0.9442864357672524
2026-01-10,DRYCOW,SBM,84.0,81.0,2676.0,2696.0,53.17,10.92,2.17,-3.571428571428561,-3.5714285714285747,-3.57142857142858,-2.9057757068029457,-1.5716859113535546,-0.9442864357672524
2026-01-10,DRYCOW,SOY,228.0,218.0,2676.0,2696.0,12.71,64.45,1.02,-4.385964912280692,-4.385964912280698,-4.385964912280696,-2.9057757068029457,-1.5716859113535546,-0.9442864357672524
2026-01-10,DRYCOW,TCL,436.0,437.0,2676.0,2696.0,12.0,55.0,2.5,0.22935779816513271,0.22935779816513047,0.22935779816514087,-2.9057757068029457,-1.5716859113535546,-0.9442864357672524
2026-01-11,DRYCOW,Dry,19.0,19.0,2622.0,2641.0,,,,,,,2.1771205841863974,-0.5745401054172973,0.7201646090534928
2026-01-11,DRYCOW,NOB,487.0,486.0,2622.0,2641.0,,,,,,,2.1771205841863974,-0.5745401054172973,0.7201646090534928
2026-01-11,DRYCOW,Non,1313.0,1330.0,2622.0,2641.0,,,,,,,2.1771205841863974,-0.5745401054172973,0.7201646090534928
2026-01-11,DRYCOW,PRO,62.0,62.0,2622.0,2641.0,,,,,,,2.1771205841863974,-0.5745401054172973,0.7201646090534928
2026-01-11,DRYCOW,SBM,82.0,90.0,2622.0,2641.0,53.17,10.92,2.17,9.756097560975606,9.756097560975608,9.75609756097561,2.1771205841863974,-0.5745401054172973,0.7201646090534928
2026-01-11,DRYCOW,SOY,222.0,218.0,2622.0,2641.0,12.71,64.45,1.02,-1.8018018018018076,-1.8018018018018038,-1.8018018018017994,2.1771205841863974,-0.5745401054172973,0.7201646090534928
2026-01-11,DRYCOW,TCL,437.0,436.0,2622.0,2641.0,12.0,55.0,2.5,-0.22883295194507525,-0.22883295194507303,-0.22883295194508335,2.1771205841863974,-0.5745401054172973,0.7201646090534928
2025-12-16,JBOER,DRY,680.0,666.0,6834.0,6766.0,,,,,,,0.977487138086049,-0.3693258125167761,-0.2756491537571018
2025-12-16,JBOER,HLG,442.0,442.0,6834.0,6766.0,20.0,42.0,2.95,0.0,0.0,0.0,0.977487138086049,-0.3693258125167761,-0.2756491537571018
2025-12-16,JBOER,MOL,172.0,176.0,6834.0,6766.0,5.17,,,2.3255813953488307,,,0.977487138086049,-0.3693258125167761,-0.2756491537571018
2025-12-16,JBOER,NOB,1648.0,1620.0,6834.0,6766.0,,,,,,,0.977487138086049,-0.3693258125167761,-0.2756491537571018
2025-12-16,JBOER,Non,3440.0,3480.0,6834.0,6766.0,,,,,,,0.977487138086049,-0.3693258125167761,-0.2756491537571018
2025-12-16,JBOER,SUP,248.0,180.0,6834.0,6766.0,,,,,,,0.977487138086049,-0.3693258125167761,-0.2756491537571018
2025-12-16,JBOER,TCL,204.0,202.0,6834.0,6766.0,12.0,55.0,2.5,-0.9803921568627533,-0.9803921568627527,-0.9803921568627416,0.977487138086049,-0.3693258125167761,-0.2756491537571018
2025-12-17,JBOER,DRY,680.0,686.0,9800.0,9898.0,,,,,,,-2.3002123414696976,-1.562171628721534,-1.6584517251377082
2025-12-17,JBOER,HLG,410.0,402.0,9800.0,9898.0,20.0,42.0,2.95,-1.951219512195115,-1.9512195121951137,-1.9512195121951126,-2.3002123414696976,-1.562171628721534,-1.6584517251377082
2025-12-17,JBOER,MOL,172.0,178.0,9800.0,9898.0,5.17,,,3.488372093023256,,,-2.3002123414696976,-1.562171628721534,-1.6584517251377082
2025-12-17,JBOER,NOB,1458.0,1434.0,9800.0,9898.0,,,,,,,-2.3002123414696976,-1.562171628721534,-1.6584517251377082
2025-12-17,JBOER,Non,6626.0,6762.0,9800.0,9898.0,,,,,,,-2.3002123414696976,-1.562171628721534,-1.6584517251377082
2025-12-17,JBOER,SUP,248.0,232.0,9800.0,9898.0,,,,,,,-2.3002123414696976,-1.562171628721534,-1.6584517251377082
2025-12-17,JBOER,TCL,206.0,204.0,9800.0,9898.0,12.0,55.0,2.5,-0.9708737864077607,-0.970873786407762,-0.9708737864077808,-2.3002123414696976,-1.562171628721534,-1.6584517251377082
2025-12-16,LAC1,HLG,1156.0,1162.0,15618.0,15672.0,20.0,42.0,2.95,0.5190311418685195,0.5190311418685201,0.5190311418685108,-0.1630969007289693,-0.12302451026781058,0.0660922353862749
2025-12-16,LAC1,NOB,3264.0,3280.0,15618.0,15672.0,,,,,,,-0.1630969007289693,-0.12302451026781058,0.0660922353862749
2025-12-16,LAC1,Non,7804.0,7856.0,15618.0,15672.0,,,,,,,-0.1630969007289693,-0.12302451026781058,0.0660922353862749
2025-12-16,LAC1,Sup,3124.0,3110.0,15618.0,15672.0,,,,,,,-0.1630969007289693,-0.12302451026781058,0.0660922353862749
2025-12-16,LAC1,TCL,270.0,264.0,15618.0,15672.0,12.0,55.0,2.5,-2.2222222222222188,-2.22222222222223,-2.2222222222222276,-0.1630969007289693,-0.12302451026781058,0.0660922353862749
2025-12-17,LAC1,HLG,1238.0,1236.0,16948.0,16984.0,20.0,42.0,2.95,-0.16155088852988922,-0.16155088852989302,-0.16155088852988006,-0.18395745565752109,0.1966568338249774,0.09250693802036038
2025-12-17,LAC1,NOB,3324.0,3316.0,16948.0,16984.0,,,,,,,-0.18395745565752109,0.1966568338249774,0.09250693802036038
2025-12-17,LAC1,Non,8478.0,8508.0,16948.0,16984.0,,,,,,,-0.18395745565752109,0.1966568338249774,0.09250693802036038
2025-12-17,LAC1,Sup,3596.0,3608.0,16948.0,16984.0,,,,,,,-0.18395745565752109,0.1966568338249774,0.09250693802036038
2025-12-17,LAC1,TCL,312.0,316.0,16948.0,16984.0,12.0,55.0,2.5,1.2820512820512928,1.2820512820512922,1.282051282051289,-0.18395745565752109,0.1966568338249774,0.09250693802036038
2025-12-18,LAC1,HLG,1234.0,1244.0,17086.0,17230.0,20.0,42.0,2.95,0.8103727714748784,0.8103727714748873,0.8103727714748831,-0.2201721759386047,0.4515132977948872,0.5561482759403549
2025-12-18,LAC1,NOB,3372.0,3444.0,17086.0,17230.0,,,,,,,-0.2201721759386047,0.4515132977948872,0.5561482759403549
2025-12-18,LAC1,Non,8528.0,8596.0,17086.0,17230.0,,,,,,,-0.2201721759386047,0.4515132977948872,0.5561482759403549
2025-12-18,LAC1,Sup,3646.0,3642.0,17086.0,17230.0,,,,,,,-0.2201721759386047,0.4515132977948872,0.5561482759403549
2025-12-18,LAC1,TCL,306.0,304.0,17086.0,17230.0,12.0,55.0,2.5,-0.6535947712418355,-0.6535947712418435,-0.6535947712418394,-0.2201721759386047,0.4515132977948872,0.5561482759403549
2025-12-19,LAC1,HLG,1316.0,1308.0,18216.0,18250.0,20.0,42.0,2.95,-0.6079027355622971,-0.6079027355623124,-0.6079027355623025,-0.803097465642996,-0.6271796602542359,-0.6214419190821809
2025-12-19,LAC1,NOB,3602.0,3614.0,18216.0,18250.0,,,,,,,-0.803097465642996,-0.6271796602542359,-0.6214419190821809
2025-12-19,LAC1,Non,9112.0,9124.0,18216.0,18250.0,,,,,,,-0.803097465642996,-0.6271796602542359,-0.6214419190821809
2025-12-19,LAC1,Sup,3898.0,3918.0,18216.0,18250.0,,,,,,,-0.803097465642996,-0.6271796602542359,-0.6214419190821809
2025-12-19,LAC1,TCL,288.0,286.0,18216.0,18250.0,12.0,55.0,2.5,-0.6944444444444501,-0.6944444444444409,-0.694444444444442,-0.803097465642996,-0.6271796602542359,-0.6214419190821809
2025-12-20,LAC1,HLG,1102.0,1108.0,14990.0,15116.0,20.0,42.0,2.95,0.5444646098003578,0.5444646098003714,0.5444646098003836,-0.2594155322140112,0.6108261339092881,0.591007315993676
2025-12-20,LAC1,NOB,2958.0,2996.0,14990.0,15116.0,,,,,,,-0.2594155322140112,0.6108261339092881,0.591007315993676
2025-12-20,LAC1,Non,7494.0,7544.0,14990.0,15116.0,,,,,,,-0.2594155322140112,0.6108261339092881,0.591007315993676
2025-12-20,LAC1,Sup,3200.0,3230.0,14990.0,15116.0,,,,,,,-0.2594155322140112,0.6108261339092881,0.591007315993676
2025-12-20,LAC1,TCL,236.0,238.0,14990.0,15116.0,12.0,55.0,2.5,0.8474576271186385,0.8474576271186396,0.8474576271186409,-0.2594155322140112,0.6108261339092881,0.591007315993676
2025-12-21,LAC1,HLG,1102.0,1098.0,14798.0,14834.0,20.0,42.0,2.95,-0.3629764065335805,-0.36297640653356456,-0.3629764065335599,-0.2742844911626657,0.2654693235448356,0.08161391517254604
2025-12-21,LAC1,NOB,2832.0,2856.0,14798.0,14834.0,,,,,,,-0.2742844911626657,0.2654693235448356,0.08161391517254604
2025-12-21,LAC1,Non,7396.0,7392.0,14798.0,14834.0,,,,,,,-0.2742844911626657,0.2654693235448356,0.08161391517254604
2025-12-21,LAC1,Sup,3200.0,3214.0,14798.0,14834.0,,,,,,,-0.2742844911626657,0.2654693235448356,0.08161391517254604
2025-12-21,LAC1,TCL,268.0,274.0,14798.0,14834.0,12.0,55.0,2.5,2.2388059701492726,2.238805970149242,2.2388059701492455,-0.2742844911626657,0.2654693235448356,0.08161391517254604
2025-12-22,LAC1,HLG,622.0,617.0,8356.0,8369.0,20.0,42.0,2.95,-0.8038585209003215,-0.8038585209003302,-0.8038585209003262,-0.6873173954007598,-0.2899895603758429,-0.4402004605174055
2025-12-22,LAC1,NOB,1598.0,1598.0,8356.0,8369.0,,,,,,,-0.6873173954007598,-0.2899895603758429,-0.4402004605174055
2025-12-22,LAC1,Non,4179.0,4187.0,8356.0,8369.0,,,,,,,-0.6873173954007598,-0.2899895603758429,-0.4402004605174055
2025-12-22,LAC1,Sup,1805.0,1813.0,8356.0,8369.0,,,,,,,-0.6873173954007598,-0.2899895603758429,-0.4402004605174055
2025-12-22,LAC1,TCL,152.0,154.0,8356.0,8369.0,12.0,55.0,2.5,1.3157894736842215,1.3157894736842208,1.3157894736842175,-0.6873173954007598,-0.2899895603758429,-0.4402004605174055
2025-12-23,LAC1,HLG,1258.0,1276.0,17158.0,17304.0,20.0,42.0,2.95,1.4308426073131935,1.4308426073131852,1.4308426073131921,0.7244961549375153,1.7167628398357602,1.6331181162172463
2025-12-23,LAC1,NOB,3374.0,3400.0,17158.0,17304.0,,,,,,,0.7244961549375153,1.7167628398357602,1.6331181162172463
2025-12-23,LAC1,Non,8570.0,8672.0,17158.0,17304.0,,,,,,,0.7244961549375153,1.7167628398357602,1.6331181162172463
2025-12-23,LAC1,Sup,3650.0,3642.0,17158.0,17304.0,,,,,,,0.7244961549375153,1.7167628398357602,1.6331181162172463
2025-12-23,LAC1,TCL,306.0,314.0,17158.0,17304.0,12.0,55.0,2.5,2.614379084967323,2.6143790849673065,2.614379084967311,0.7244961549375153,1.7167628398357602,1.6331181162172463
2025-12-25,LAC1,HLG,1134.0,1128.0,17744.0,17848.0,20.0,42.0,2.95,-0.5291005291005366,-0.5291005291005253,-0.5291005291005278,-0.40259453419862046,0.7954789766270561,0.4178441175760254
2025-12-25,LAC1,NOB,3628.0,3632.0,17744.0,17848.0,,,,,,,-0.40259453419862046,0.7954789766270561,0.4178441175760254
2025-12-25,LAC1,Non,8878.0,8924.0,17744.0,17848.0,,,,,,,-0.40259453419862046,0.7954789766270561,0.4178441175760254
2025-12-25,LAC1,Sup,3786.0,3832.0,17744.0,17848.0,,,,,,,-0.40259453419862046,0.7954789766270561,0.4178441175760254
2025-12-25,LAC1,TCL,318.0,332.0,17744.0,17848.0,12.0,55.0,2.5,4.402515723270459,4.402515723270434,4.402515723270447,-0.40259453419862046,0.7954789766270561,0.4178441175760254
2025-12-26,LAC1,HLG,1294.0,1292.0,17396.0,17444.0,20.0,42.0,2.95,-0.15455950540959587,-0.15455950540958854,-0.15455950540957614,-0.49026429696934837,-0.2704662056658564,-0.23658107785469723
2025-12-26,LAC1,NOB,3336.0,3348.0,17396.0,17444.0,,,,,,,-0.49026429696934837,-0.2704662056658564,-0.23658107785469723
2025-12-26,LAC1,Non,8698.0,8726.0,17396.0,17444.0,,,,,,,-0.49026429696934837,-0.2704662056658564,-0.23658107785469723
2025-12-26,LAC1,Sup,3752.0,3764.0,17396.0,17444.0,,,,,,,-0.49026429696934837,-0.2704662056658564,-0.23658107785469723
2025-12-26,LAC1,TCL,316.0,314.0,17396.0,17444.0,12.0,55.0,2.5,-0.6329113924050684,-0.6329113924050763,-0.6329113924050722,-0.49026429696934837,-0.2704662056658564,-0.23658107785469723
2025-12-27,LAC1,HLG,1316.0,1314.0,17674.0,17738.0,20.0,42.0,2.95,-0.15197568389056887,-0.15197568389058325,-0.15197568389057103,-0.3342510183165801,0.18833434886168693,0.08813034693262717
2025-12-27,LAC1,NOB,3468.0,3492.0,17674.0,17738.0,,,,,,,-0.3342510183165801,0.18833434886168693,0.08813034693262717
2025-12-27,LAC1,Non,8830.0,8874.0,17674.0,17738.0,,,,,,,-0.3342510183165801,0.18833434886168693,0.08813034693262717
2025-12-27,LAC1,Sup,3752.0,3746.0,17674.0,17738.0,,,,,,,-0.3342510183165801,0.18833434886168693,0.08813034693262717
2025-12-27,LAC1,TCL,308.0,312.0,17674.0,17738.0,12.0,55.0,2.5,1.2987012987012903,1.298701298701292,1.298701298701294,-0.3342510183165801,0.18833434886168693,0.08813034693262717
2025-12-28,LAC1,HLG,1292.0,1296.0,17660.0,17662.0,20.0,42.0,2.95,0.3095975232198187,0.309597523219826,0.30959752321980105,0.3396084331824354,0.38802970241750495,0.365106272004171
2025-12-28,LAC1,NOB,3468.0,3472.0,17660.0,17662.0,,,,,,,0.3396084331824354,0.38802970241750495,0.365106272004171
2025-12-28,LAC1,Non,8832.0,8812.0,17660.0,17662.0,,,,,,,0.3396084331824354,0.38802970241750495,0.365106272004171
2025-12-28,LAC1,Sup,3752.0,3764.0,17660.0,17662.0,,,,,,,0.3396084331824354,0.38802970241750495,0.365106272004171
2025-12-28,LAC1,TCL,316.0,318.0,17660.0,17662.0,12.0,55.0,2.5,0.6329113924050498,0.63291139240506,0.632911392405061,0.3396084331824354,0.38802970241750495,0.365106272004171
2025-12-29,LAC1,HLG,690.0,687.0,9185.0,9208.0,20.0,42.0,2.95,-0.434782608695648,-0.43478260869564905,-0.4347826086956686,-0.3258699197659744,0.2484472049689435,0.04716981132074679
2025-12-29,LAC1,NOB,1826.0,1830.0,9185.0,9208.0,,,,,,,-0.3258699197659744,0.2484472049689435,0.04716981132074679
2025-12-29,LAC1,Non,4592.0,4602.0,9185.0,9208.0,,,,,,,-0.3258699197659744,0.2484472049689435,0.04716981132074679
2025-12-29,LAC1,Sup,1916.0,1924.0,9185.0,9208.0,,,,,,,-0.3258699197659744,0.2484472049689435,0.04716981132074679
2025-12-29,LAC1,TCL,161.0,165.0,9185.0,9208.0,12.0,55.0,2.5,2.4844720496894435,2.4844720496894444,2.484472049689432,-0.3258699197659744,0.2484472049689435,0.04716981132074679
2025-12-30,LAC1,HLG,1414.0,1422.0,18826.0,18918.0,20.0,42.0,2.95,0.5657708628005537,0.5657708628005681,0.5657708628005759,-0.21468387663411428,0.007738141298467734,0.1721273742569614
2025-12-30,LAC1,NOB,3738.0,3748.0,18826.0,18918.0,,,,,,,-0.21468387663411428,0.007738141298467734,0.1721273742569614
2025-12-30,LAC1,Non,9422.0,9454.0,18826.0,18918.0,,,,,,,-0.21468387663411428,0.007738141298467734,0.1721273742569614
2025-12-30,LAC1,Sup,3922.0,3970.0,18826.0,18918.0,,,,,,,-0.21468387663411428,0.007738141298467734,0.1721273742569614
2025-12-30,LAC1,TCL,330.0,324.0,18826.0,18918.0,12.0,55.0,2.5,-1.8181818181818152,-1.8181818181818243,-1.8181818181818226,-0.21468387663411428,0.007738141298467734,0.1721273742569614
2025-12-31,LAC1,HLG,1364.0,1362.0,18638.0,18656.0,20.0,42.0,2.95,-0.1466275659824172,-0.14662756598241025,-0.14662756598239846,-0.14761140010990886,0.0344152062265038,-0.01854217314267839
2025-12-31,LAC1,NOB,3664.0,3680.0,18638.0,18656.0,,,,,,,-0.14761140010990886,0.0344152062265038,-0.01854217314267839
2025-12-31,LAC1,Non,9314.0,9328.0,18638.0,18656.0,,,,,,,-0.14761140010990886,0.0344152062265038,-0.01854217314267839
2025-12-31,LAC1,Sup,3964.0,3952.0,18638.0,18656.0,,,,,,,-0.14761140010990886,0.0344152062265038,-0.01854217314267839
2025-12-31,LAC1,TCL,332.0,334.0,18638.0,18656.0,12.0,55.0,2.5,0.6024096385542039,0.6024096385542138,0.6024096385542039,-0.14761140010990886,0.0344152062265038,-0.01854217314267839
2026-01-01,LAC1,HLG,1422.0,1436.0,18738.0,18766.0,20.0,42.0,2.95,0.9845288326301025,0.9845288326300976,0.9845288326300735,0.9363968889369553,1.1804948305128273,1.1226544896209203
2026-01-01,LAC1,NOB,3664.0,3680.0,18738.0,18766.0,,,,,,,0.9363968889369553,1.1804948305128273,1.1226544896209203
2026-01-01,LAC1,Non,9360.0,9364.0,18738.0,18766.0,,,,,,,0.9363968889369553,1.1804948305128273,1.1226544896209203
2026-01-01,LAC1,Sup,3964.0,3952.0,18738.0,18766.0,,,,,,,0.9363968889369553,1.1804948305128273,1.1226544896209203
2026-01-01,LAC1,TCL,328.0,334.0,18738.0,18766.0,12.0,55.0,2.5,1.829268292682924,1.8292682926829174,1.8292682926829311,0.9363968889369553,1.1804948305128273,1.1226544896209203
2026-01-02,LAC1,HLG,1436.0,1436.0,19790.0,19848.0,20.0,42.0,2.95,0.0,0.0,0.0,-0.2190498078942052,0.13999898182557516,0.098693300698757
2026-01-02,LAC1,NOB,4118.0,4126.0,19790.0,19848.0,,,,,,,-0.2190498078942052,0.13999898182557516,0.098693300698757
2026-01-02,LAC1,Non,9900.0,9914.0,19790.0,19848.0,,,,,,,-0.2190498078942052,0.13999898182557516,0.098693300698757
2026-01-02,LAC1,Sup,4004.0,4038.0,19790.0,19848.0,,,,,,,-0.2190498078942052,0.13999898182557516,0.098693300698757
2026-01-02,LAC1,TCL,332.0,334.0,19790.0,19848.0,12.0,55.0,2.5,0.6024096385542039,0.6024096385542138,0.6024096385542039,-0.2190498078942052,0.13999898182557516,0.098693300698757
2026-01-03,LAC1,HLG,1376.0,1372.0,19622.0,19678.0,20.0,42.0,2.95,-0.29069767441860883,-0.290697674418596,-0.29069767441860983,-0.8408036734220162,-0.7971470526536659,-0.6490855649901981
2026-01-03,LAC1,NOB,4106.0,4126.0,19622.0,19678.0,,,,,,,-0.8408036734220162,-0.7971470526536659,-0.6490855649901981
2026-01-03,LAC1,Non,9812.0,9848.0,19622.0,19678.0,,,,,,,-0.8408036734220162,-0.7971470526536659,-0.6490855649901981
2026-01-03,LAC1,Sup,3992.0,4004.0,19622.0,19678.0,,,,,,,-0.8408036734220162,-0.7971470526536659,-0.6490855649901981
2026-01-03,LAC1,TCL,336.0,328.0,19622.0,19678.0,12.0,55.0,2.5,-2.3809523809523827,-2.380952380952384,-2.380952380952394,-0.8408036734220162,-0.7971470526536659,-0.6490855649901981
2026-01-04,LAC1,HLG,1392.0,1392.0,18752.0,18802.0,20.0,42.0,2.95,0.0,0.0,0.0,-0.191500745395461,0.14054993355821613,0.0998721636305472
2026-01-04,LAC1,NOB,3588.0,3614.0,18752.0,18802.0,,,,,,,-0.191500745395461,0.14054993355821613,0.0998721636305472
2026-01-04,LAC1,Non,9370.0,9396.0,18752.0,18802.0,,,,,,,-0.191500745395461,0.14054993355821613,0.0998721636305472
2026-01-04,LAC1,Sup,4042.0,4038.0,18752.0,18802.0,,,,,,,-0.191500745395461,0.14054993355821613,0.0998721636305472
2026-01-04,LAC1,TCL,360.0,362.0,18752.0,18802.0,12.0,55.0,2.5,0.5555555555555437,0.5555555555555527,0.5555555555555635,-0.191500745395461,0.14054993355821613,0.0998721636305472
2026-01-05,LAC1,HLG,703.0,712.0,9473.0,9548.0,20.0,42.0,2.95,1.280227596017078,1.2802275960170797,1.2802275960170841,1.5598760090026547,3.321023876972884,2.730490143741227
2026-01-05,LAC1,NOB,1811.0,1818.0,9473.0,9548.0,,,,,,,1.5598760090026547,3.321023876972884,2.730490143741227
2026-01-05,LAC1,Non,4736.0,4757.0,9473.0,9548.0,,,,,,,1.5598760090026547,3.321023876972884,2.730490143741227
2026-01-05,LAC1,Sup,2041.0,2062.0,9473.0,9548.0,,,,,,,1.5598760090026547,3.321023876972884,2.730490143741227
2026-01-05,LAC1,TCL,182.0,199.0,9473.0,9548.0,12.0,55.0,2.5,9.340659340659336,9.340659340659348,9.340659340659336,1.5598760090026547,3.321023876972884,2.730490143741227
2026-01-06,LAC1,HLG,703.0,700.0,9603.0,9597.0,20.0,42.0,2.95,-0.42674253200568585,-0.4267425320056868,-0.426742532005689,-0.4595457819699036,-0.607058339335326,-0.554254957280351
2026-01-06,LAC1,NOB,1886.0,1883.0,9603.0,9597.0,,,,,,,-0.4595457819699036,-0.607058339335326,-0.554254957280351
2026-01-06,LAC1,Non,4804.0,4801.0,9603.0,9597.0,,,,,,,-0.4595457819699036,-0.607058339335326,-0.554254957280351
2026-01-06,LAC1,Sup,2040.0,2045.0,9603.0,9597.0,,,,,,,-0.4595457819699036,-0.607058339335326,-0.554254957280351
2026-01-06,LAC1,TCL,170.0,168.0,9603.0,9597.0,12.0,55.0,2.5,-1.1764705882352864,-1.176470588235288,-1.17647058823529,-0.4595457819699036,-0.607058339335326,-0.554254957280351
2026-01-07,LAC1,HLG,711.0,712.0,9803.0,9957.0,20.0,42.0,2.95,0.14064697609002605,0.14064697609001942,0.1406469760900081,0.6057316418842611,4.023193123442346,2.886308334487321
2026-01-07,LAC1,NOB,1962.0,1991.0,9803.0,9957.0,,,,,,,0.6057316418842611,4.023193123442346,2.886308334487321
2026-01-07,LAC1,Non,4893.0,4983.0,9803.0,9957.0,,,,,,,0.6057316418842611,4.023193123442346,2.886308334487321
2026-01-07,LAC1,Sup,2065.0,2071.0,9803.0,9957.0,,,,,,,0.6057316418842611,4.023193123442346,2.886308334487321
2026-01-07,LAC1,TCL,172.0,200.0,9803.0,9957.0,12.0,55.0,2.5,16.279069767441857,16.279069767441868,16.279069767441865,0.6057316418842611,4.023193123442346,2.886308334487321
2026-01-08,LAC1,HLG,711.0,708.0,9819.0,9859.0,20.0,42.0,2.95,-0.42194092827003826,-0.42194092827003915,-0.42194092827005814,0.033989181230168995,1.2147494420775058,0.7364409958735564
2026-01-08,LAC1,NOB,1962.0,1968.0,9819.0,9859.0,,,,,,,0.033989181230168995,1.2147494420775058,0.7364409958735564
2026-01-08,LAC1,Non,4907.0,4927.0,9819.0,9859.0,,,,,,,0.033989181230168995,1.2147494420775058,0.7364409958735564
2026-01-08,LAC1,Sup,2065.0,2071.0,9819.0,9859.0,,,,,,,0.033989181230168995,1.2147494420775058,0.7364409958735564
2026-01-08,LAC1,TCL,174.0,185.0,9819.0,9859.0,12.0,55.0,2.5,6.321839080459772,6.321839080459767,6.321839080459779,0.033989181230168995,1.2147494420775058,0.7364409958735564
2026-01-09,LAC1,HLG,711.0,712.0,9710.0,9730.0,20.0,42.0,2.95,0.14064697609002605,0.14064697609001942,0.1406469760900081,0.0646960802322594,0.38818091273591915,0.315482450048624
2026-01-09,LAC1,NOB,1909.0,1909.0,9710.0,9730.0,,,,,,,0.0646960802322594,0.38818091273591915,0.315482450048624
2026-01-09,LAC1,Non,4856.0,4867.0,9710.0,9730.0,,,,,,,0.0646960802322594,0.38818091273591915,0.315482450048624
2026-01-09,LAC1,Sup,2065.0,2071.0,9710.0,9730.0,,,,,,,0.0646960802322594,0.38818091273591915,0.315482450048624
2026-01-09,LAC1,TCL,169.0,171.0,9710.0,9730.0,12.0,55.0,2.5,1.1834319526627142,1.1834319526627157,1.1834319526627388,0.0646960802322594,0.38818091273591915,0.315482450048624
2026-01-10,LAC1,HLG,703.0,704.0,9598.0,9623.0,20.0,42.0,2.95,0.14224751066857544,0.1422475106685687,0.1422475106685744,-0.1356156999353631,0.10849629304331043,0.11840969755354447
2026-01-10,LAC1,NOB,1886.0,1887.0,9598.0,9623.0,,,,,,,-0.1356156999353631,0.10849629304331043,0.11840969755354447
